기준예선,배정예선,선박명,From,작업 시작지,작업 종료지,To,실제 스케줄 시작 시각,실제 스케줄 종료 시각,작업까지 이동 거리(km),작업까지 이동 시간(분),작업중 이동 거리(km),작업중 이동 시간(분),도선사,톤수,선종,최종 스케줄 시각,최초 스케줄 시각,최초 작업시작지,최초 작업종료지,최초 예선,최초 도선사,AIS 파일명 target,AIS 파일명 tug
미,"W,미",MEGA PIONEER,,KIST,JAK,연안부두정계지,2024-06-23T06:19:37.000Z,2024-06-23T07:55:37.000Z,17.4,58.0,5.5,91.0,KB,3543,"Cargo, Reserved for future use",2024-06-23T07:00:00.000Z,2024-06-23T07:00:00.000Z,KIST,JAK,W미,KB,뉴월미호_MEGA PIONEER_2024-06-23_target_224_aisData.csv,뉴월미호_MEGA PIONEER_2024-06-23_tug_224_aisData.csv
N,"N,W",WOO CHAN,연안부두정계지,PAL,SOD1,,2024-06-23T06:06:38.000Z,2024-06-23T06:32:38.000Z,14.6,769.0,0.9,21.0,BJ,8539,케미칼 운반선,2024-06-23T04:30:00.000Z,2024-06-23T04:30:00.000Z,PAL,SOD1,NW,UM,뉴엔젤호_WOO CHAN_2024-06-23_target_225_aisData.csv,뉴엔젤호_WOO CHAN_2024-06-23_tug_225_aisData.csv
I,"성,I",YA LU JIANG,송도정계지,NPPS,SNCT2,연안부두정계지,2024-06-23T09:20:37.000Z,2024-06-23T09:39:37.000Z,22.5,124.0,0.1,14.0,BC,5250,세미(혼재)컨테이너선,2024-06-23T09:00:00.000Z,2024-06-23T09:00:00.000Z,NPPS,SNCT2,성I,,쥬피터1호_YA LU JIANG_2024-06-23_target_226_aisData.csv,쥬피터1호_YA LU JIANG_2024-06-23_tug_226_aisData.csv
I,"I,E",EVER CLEVER,연안부두정계지,PAL,ICT2,연안부두정계지,2024-06-23T13:07:38.000Z,2024-06-23T13:49:37.000Z,6.6,51.0,4.3,37.0,CH,18658,풀컨테이너선,2024-06-23T13:00:00.000Z,2024-06-23T13:00:00.000Z,PAL,ICT2,ME,,쥬피터1호_EVER CLEVER_2024-06-23_target_227_aisData.csv,쥬피터1호_EVER CLEVER_2024-06-23_tug_227_aisData.csv
T,T,KMTC KEELUNG,연안부두정계지,ICT1,PAL,,2024-06-23T14:33:38.000Z,2024-06-23T15:14:38.000Z,3.9,24.0,2.6,36.0,RW,16731,풀컨테이너선,2024-06-23T15:00:00.000Z,2024-06-23T17:00:00.000Z,ICT1,PAL,T,,대창호_KMTC KEELUNG_2024-06-23_target_228_aisData.csv,대창호_KMTC KEELUNG_2024-06-23_tug_228_aisData.csv
미,"미,W",DL AMBER,연안부두정계지,PAL,SKI 1,연안부두정계지,2024-06-23T15:40:37.000Z,2024-06-23T16:35:37.000Z,8.6,37.0,4.4,50.0,UM,7333,석유제품 운반선,2024-06-23T15:00:00.000Z,2024-06-23T14:30:00.000Z,PAL,SKI 1,미W,,뉴월미호_DL AMBER_2024-06-23_target_229_aisData.csv,뉴월미호_DL AMBER_2024-06-23_tug_229_aisData.csv
M,M,RESURGENCE,연안부두정계지,HJIT2,NPPS,송도정계지,2024-06-23T15:41:38.000Z,2024-06-23T15:51:38.000Z,24.2,147.0,0.0,5.0,KB,9443,풀컨테이너선,2024-06-23T21:00:00.000Z,2024-06-23T10:00:00.000Z,NPPS,HJIT2,K성,,뉴마스호_RESURGENCE_2024-06-23_target_230_aisData.csv,뉴마스호_RESURGENCE_2024-06-23_tug_230_aisData.csv
M,"M,성",YA LU JIANG,송도정계지,SNCT2,NPPS,,2024-06-23T19:59:38.000Z,2024-06-23T20:09:38.000Z,2.6,11.0,3.3,33.0,US,5250,세미(혼재)컨테이너선,2024-06-23T20:00:00.000Z,2024-06-23T09:00:00.000Z,NPPS,SNCT2,성I,,뉴마스호_YA LU JIANG_2024-06-23_target_231_aisData.csv,뉴마스호_YA LU JIANG_2024-06-23_tug_231_aisData.csv
동,"해,명,동",YOUNG SHIN,내항정계지,40,PAL,내항정계지,2024-06-23T20:40:38.000Z,2024-06-23T21:29:38.000Z,2.6,14.0,3.1,44.0,JH,47677,자동차운반선,2024-06-23T21:00:00.000Z,2024-06-23T21:30:00.000Z,40,PAL,해명동,,동보1호_YOUNG SHIN_2024-06-23_target_232_aisData.csv,동보1호_YOUNG SHIN_2024-06-23_tug_232_aisData.csv
N,N,WOO CHAN,북항임시정계지,SOD1,PAL,연안부두정계지,2024-06-24T00:08:38.000Z,2024-06-24T00:53:38.000Z,10.8,504.0,1.4,40.0,,8539,케미칼 운반선,2024-06-24T00:30:00.000Z,2024-06-24T00:30:00.000Z,SOD1,PAL,N,,뉴엔젤호_WOO CHAN_2024-06-24_target_233_aisData.csv,뉴엔젤호_WOO CHAN_2024-06-24_tug_233_aisData.csv
동,"해,명,동",PEGASUS ACE,,53,DONG,내항정계지,2024-06-24T00:46:38.000Z,2024-06-24T01:27:38.000Z,0.0,1.0,2.2,36.0,UM,36893,자동차운반선,2024-06-24T01:00:00.000Z,2024-06-24T01:00:00.000Z,53,DONG,해명동,UM,동보1호_PEGASUS ACE_2024-06-24_target_234_aisData.csv,동보1호_PEGASUS ACE_2024-06-24_tug_234_aisData.csv
T,"R,T,동,진",GOLDEN RESOLUTION,연안부두정계지,PAL,65,연안부두정계지,2024-06-24T02:30:38.000Z,2024-06-24T03:09:38.000Z,2.7,19.0,4.2,34.0,RW,8045,케미칼 운반선,2024-06-24T01:30:00.000Z,2024-06-24T01:30:00.000Z,PAL,65,RT동진,RW,대창호_GOLDEN RESOLUTION_2024-06-24_target_235_aisData.csv,대창호_GOLDEN RESOLUTION_2024-06-24_tug_235_aisData.csv
T,"E,T",SJ HOPE,연안부두정계지,PAL,SOD1,연안부두정계지,2024-06-24T05:30:38.000Z,2024-06-24T06:11:38.000Z,2.9,19.0,3.1,36.0,UM,5025,석유제품 운반선,2024-06-24T05:00:00.000Z,2024-06-24T05:00:00.000Z,PAL,SOD1,ET,UM,대창호_SJ HOPE_2024-06-24_target_236_aisData.csv,대창호_SJ HOPE_2024-06-24_tug_236_aisData.csv
H,"B,V,H,V,명,동",STAR EMERALD,연안부두정계지,E1,72,연안부두정계지,2024-06-24T06:49:38.000Z,2024-06-24T07:01:38.000Z,3.0,16.0,2.8,22.0,KK,44114,산물선(벌크선),2024-06-24T05:30:00.000Z,2024-06-24T05:30:00.000Z,E1,72,BVHV명동,KK,한창1호_STAR EMERALD_2024-06-24_target_237_aisData.csv,한창1호_STAR EMERALD_2024-06-24_tug_237_aisData.csv
N,"N,S",MS GRACE,연안부두정계지,PAL,KAL,,2024-06-24T06:30:38.000Z,2024-06-24T07:07:38.000Z,3.4,18.0,3.0,32.0,US,4060,석유제품 운반선,2024-06-24T05:30:00.000Z,2024-06-24T05:30:00.000Z,PAL,KAL,NS,US,뉴엔젤호_MS GRACE_2024-06-24_target_238_aisData.csv,뉴엔젤호_MS GRACE_2024-06-24_tug_238_aisData.csv
M,"L,M",ESTIMA,송도정계지,NPPS,HJIT1,송도정계지,2024-06-24T07:00:38.000Z,2024-06-24T07:43:38.000Z,3.8,21.0,3.7,38.0,NS,9587,풀컨테이너선,2024-06-24T06:30:00.000Z,2024-06-24T06:30:00.000Z,NPPS,HJIT1,LM,NS,뉴마스호_ESTIMA_2024-06-24_target_239_aisData.csv,뉴마스호_ESTIMA_2024-06-24_tug_239_aisData.csv
N,"N,S",POLARIS,,SKI 4,PAL,,2024-06-24T07:17:38.000Z,2024-06-24T07:42:38.000Z,0.2,2.0,0.1,13.0,US,11290,원유운반선,2024-06-24T07:30:00.000Z,2024-06-24T07:30:00.000Z,SKI 4,PAL,NS,US,뉴엔젤호_POLARIS_2024-06-24_target_240_aisData.csv,뉴엔젤호_POLARIS_2024-06-24_tug_240_aisData.csv
N,"N,Q",WOO HYUK,연안부두정계지,PAL,SKI 2,,2024-06-24T15:35:38.000Z,2024-06-24T15:49:38.000Z,4.9,27.0,0.4,8.0,,5025,석유제품 운반선,2024-06-24T15:00:00.000Z,2024-06-24T15:00:00.000Z,PAL,SKI 2,NQ,,뉴엔젤호_WOO HYUK_2024-06-24_target_241_aisData.csv,뉴엔젤호_WOO HYUK_2024-06-24_tug_241_aisData.csv
M,"M,성",A ROKKO,,NPPS,HJIT2,,2024-06-24T13:28:38.000Z,2024-06-24T13:48:38.000Z,0.1,2.0,0.1,15.0,BC,9562,풀컨테이너선,2024-06-24T13:00:00.000Z,2024-06-24T13:00:00.000Z,NPPS,HJIT2,M성,,뉴마스호_A ROKKO_2024-06-24_target_242_aisData.csv,뉴마스호_A ROKKO_2024-06-24_tug_242_aisData.csv
H,"H,V,B,비,명",RARAKA,연안부두정계지,PAL,73,연안부두정계지,2024-06-24T15:56:38.000Z,2024-06-24T16:17:38.000Z,2.7,21.0,2.8,16.0,CG,41394,산물선(벌크선),2024-06-24T15:00:00.000Z,2024-06-24T15:00:00.000Z,PAL,73,HVB비명,CG,한창1호_RARAKA_2024-06-24_target_243_aisData.csv,한창1호_RARAKA_2024-06-24_tug_243_aisData.csv
미,"미,O",ES ROSE,북항임시정계지,PAL,N-HOB,연안부두정계지,2024-06-24T15:01:37.000Z,2024-06-24T15:55:37.000Z,9.2,41.0,2.6,49.0,,5589,석유제품 운반선,2024-06-24T15:00:00.000Z,2024-06-24T11:00:00.000Z,PAL,N-HOB,미O,,뉴월미호_ES ROSE_2024-06-24_target_244_aisData.csv,뉴월미호_ES ROSE_2024-06-24_tug_244_aisData.csv
M,"M,K",AN DONG 68,송도정계지,SNCT3,NPPS,송도정계지,2024-06-24T15:47:38.000Z,2024-06-24T16:09:38.000Z,15.9,118.0,0.9,17.0,GJ,3988,세미(혼재)컨테이너선,2024-06-24T16:00:00.000Z,2024-06-24T07:00:00.000Z,NPPS,SNCT3,K성,SC,뉴마스호_AN DONG 68_2024-06-24_target_245_aisData.csv,뉴마스호_AN DONG 68_2024-06-24_tug_245_aisData.csv
N,"S,N",DIMA,,N45,PAL,연안부두정계지,2024-06-24T16:21:38.000Z,2024-06-24T16:32:38.000Z,4.0,34.0,1.3,6.0,GH,4860,일반화물선,2024-06-24T16:00:00.000Z,2024-06-24T17:00:00.000Z,N45,PAL,WN,,뉴엔젤호_DIMA_2024-06-24_target_246_aisData.csv,뉴엔젤호_DIMA_2024-06-24_tug_246_aisData.csv
T,T,MORNING STAR,연안부두정계지,RHC,PAL,연안부두정계지,2024-06-24T18:46:38.000Z,2024-06-24T19:30:38.000Z,4.7,23.0,4.0,39.0,,6117,시멘트운반선,2024-06-24T19:30:00.000Z,2024-06-24T18:00:00.000Z,RHC,PAL,T,,대창호_MORNING STAR_2024-06-24_target_247_aisData.csv,대창호_MORNING STAR_2024-06-24_tug_247_aisData.csv
진,진,JINHUA 11,,41,PAL,내항정계지,2024-06-24T18:38:39.000Z,2024-06-24T18:58:39.000Z,2.6,19.0,0.6,15.0,CR,1753,일반화물선,2024-06-24T19:00:00.000Z,2024-06-24T19:00:00.000Z,41,PAL,진,CR,뉴약진호_JINHUA 11_2024-06-24_target_248_aisData.csv,뉴약진호_JINHUA 11_2024-06-24_tug_248_aisData.csv
M,"L,M",KMTC INCHEON,송도정계지,NPPS,SNCT1,,2024-06-24T23:34:38.000Z,2024-06-25T00:01:38.000Z,0.9,28.0,1.8,22.0,JU,17933,풀컨테이너선,2024-06-24T23:10:00.000Z,2024-06-24T23:30:00.000Z,NPPS,SNCT1,LI,,뉴마스호_KMTC INCHEON_2024-06-24_target_249_aisData.csv,뉴마스호_KMTC INCHEON_2024-06-24_tug_249_aisData.csv
미,"미,Q",VICTORY STAR,연안부두정계지,PAL,E1CT,연안부두정계지,2024-06-25T00:57:38.000Z,2024-06-25T01:40:38.000Z,6.1,25.0,4.1,38.0,KB,7406,풀컨테이너선,2024-06-25T00:30:00.000Z,2024-06-25T00:30:00.000Z,PAL,E1CT,미Q,KB,뉴월미호_VICTORY STAR_2024-06-25_target_250_aisData.csv,뉴월미호_VICTORY STAR_2024-06-25_tug_250_aisData.csv
M,"L,M",CONSISTENCE,,NPPS,HJIT2,송도정계지,2024-06-25T01:46:39.000Z,2024-06-25T02:30:38.000Z,2.9,131.0,5.4,39.0,YM,9972,풀컨테이너선,2024-06-25T01:30:00.000Z,2024-06-25T01:30:00.000Z,NPPS,HJIT2,LM,YM,뉴마스호_CONSISTENCE_2024-06-25_target_251_aisData.csv,뉴마스호_CONSISTENCE_2024-06-25_tug_251_aisData.csv
진,"해,진",GOLDEN RESOLUTION,내항정계지,65,PAL,내항정계지,2024-06-25T03:39:39.000Z,2024-06-25T04:39:39.000Z,0.6,4.0,3.1,55.0,GJ,8045,케미칼 운반선,2024-06-25T04:00:00.000Z,2024-06-25T04:00:00.000Z,65,PAL,해진,GJ,뉴약진호_GOLDEN RESOLUTION_2024-06-25_target_252_aisData.csv,뉴약진호_GOLDEN RESOLUTION_2024-06-25_tug_252_aisData.csv
미,"미,W",BEI JIANG,연안부두정계지,PAL,KICT,연안부두정계지,2024-06-25T05:58:38.000Z,2024-06-25T06:35:38.000Z,22.9,79.0,3.9,32.0,HY,5250,일반화물선,2024-06-25T05:30:00.000Z,2024-06-25T05:30:00.000Z,PAL,KICT,미W,HY,뉴월미호_BEI JIANG_2024-06-25_target_253_aisData.csv,뉴월미호_BEI JIANG_2024-06-25_tug_253_aisData.csv
M,"M,K",BEI HAI,,NPPS,HJIT3,,2024-06-25T07:23:39.000Z,2024-06-25T07:49:39.000Z,0.1,2.0,2.9,21.0,US,5272,세미(혼재)컨테이너선,2024-06-25T07:00:00.000Z,2024-06-25T07:00:00.000Z,NPPS,HJIT3,MK,US,뉴마스호_BEI HAI_2024-06-25_target_254_aisData.csv,뉴마스호_BEI HAI_2024-06-25_tug_254_aisData.csv
Z,Z,VICTORY STAR,연안부두정계지,E1CT,PAL,,2024-06-25T06:31:38.000Z,2024-06-25T06:42:38.000Z,7.7,50.0,1.1,6.0,KK,7406,풀컨테이너선,2024-06-25T08:00:00.000Z,2024-06-25T00:30:00.000Z,PAL,E1CT,미Q,KB,대성호_VICTORY STAR_2024-06-25_target_255_aisData.csv,대성호_VICTORY STAR_2024-06-25_tug_255_aisData.csv
Z,"F1,Z",TS TACOMA,,PAL,ICT1,연안부두정계지,2024-06-25T08:32:38.000Z,2024-06-25T09:19:38.000Z,9.8,50.0,3.0,42.0,KN,29658,풀컨테이너선,2024-06-25T08:00:00.000Z,2024-06-25T08:00:00.000Z,PAL,ICT1,F1Z,KN,대성호_TS TACOMA_2024-06-25_target_256_aisData.csv,대성호_TS TACOMA_2024-06-25_tug_256_aisData.csv
N,"W,N",KS HONOR,연안부두정계지,PAL,SKI 1,연안부두정계지,2024-06-25T09:08:39.000Z,2024-06-25T09:59:39.000Z,28.9,581.0,4.9,46.0,,7057,석유제품 운반선,2024-06-25T08:30:00.000Z,2024-06-25T08:30:00.000Z,PAL,SKI 1,WN,,뉴엔젤호_KS HONOR_2024-06-25_target_257_aisData.csv,뉴엔젤호_KS HONOR_2024-06-25_tug_257_aisData.csv
M,M,STARSHIP LEO,송도정계지,SNCT2,NPPS,,2024-06-25T07:16:39.000Z,2024-06-25T07:27:39.000Z,4.9,17.0,1.5,6.0,,20920,풀컨테이너선,2024-06-25T18:00:00.000Z,2024-06-25T07:00:00.000Z,NPPS,SNCT2,L,,뉴마스호_STARSHIP LEO_2024-06-25_target_258_aisData.csv,뉴마스호_STARSHIP LEO_2024-06-25_tug_258_aisData.csv
N,"S,N",WOO HYUK,연안부두정계지,SKI 2,PAL,연안부두정계지,2024-06-25T04:39:39.000Z,2024-06-25T05:08:39.000Z,9.8,120.0,2.6,24.0,,5025,석유제품 운반선,2024-06-25T05:00:00.000Z,2024-06-25T05:00:00.000Z,SKI 4,PAL,SN,,뉴엔젤호_WOO HYUK_2024-06-25_target_259_aisData.csv,뉴엔젤호_WOO HYUK_2024-06-25_tug_259_aisData.csv
T,T,XIN XIANG XUE LAN,연안부두정계지,PAL,NIPT5,연안부두정계지,2024-06-25T11:12:39.000Z,2024-06-25T11:54:39.000Z,6.9,39.0,3.8,37.0,BJ,32729,국제카페리,2024-06-25T10:30:00.000Z,2024-06-25T10:30:00.000Z,PAL,NIPT5,T,,대창호_XIN XIANG XUE LAN_2024-06-25_target_260_aisData.csv,대창호_XIN XIANG XUE LAN_2024-06-25_tug_260_aisData.csv
H,H,EVER OPTIMA,연안부두정계지,ICT2,PAL,연안부두정계지,2024-06-25T10:34:38.000Z,2024-06-25T11:17:38.000Z,5.0,17.0,3.2,38.0,CG,27025,풀컨테이너선,2024-06-25T11:00:00.000Z,2024-06-25T15:00:00.000Z,ICT2,PAL,H,,한창1호_EVER OPTIMA_2024-06-25_target_261_aisData.csv,한창1호_EVER OPTIMA_2024-06-25_tug_261_aisData.csv
진,"Q,S,해,진",GLOBAL STAR,내항정계지,PAL,44,,2024-06-25T17:49:39.000Z,2024-06-25T18:10:39.000Z,6.0,63.0,1.3,16.0,YM,4109,Unknown,2024-06-25T16:30:00.000Z,2024-06-25T16:00:00.000Z,PAL,44,QS해진,,뉴약진호_GLOBAL STAR_2024-06-25_target_262_aisData.csv,뉴약진호_GLOBAL STAR_2024-06-25_tug_262_aisData.csv
미,"미,미",TY BONNY,연안부두정계지,LEN,30,,2024-06-25T17:20:38.000Z,2024-06-25T18:31:38.000Z,1.8,19.0,3.7,66.0,CR,2615,일반화물선,2024-06-25T17:30:00.000Z,2024-06-25T18:00:00.000Z,LE,30,N진,,뉴월미호_TY BONNY_2024-06-25_target_263_aisData.csv,뉴월미호_TY BONNY_2024-06-25_tug_263_aisData.csv
명,"비,명,동",RIGEL LEADER,내항정계지,52,DONG,내항정계지,2024-06-25T19:04:39.000Z,2024-06-26T00:05:39.000Z,3.0,13.0,0.9,41.0,GH,59337,자동차운반선,2024-06-25T19:00:00.000Z,2024-06-25T18:30:00.000Z,52,DONG,비명해,,대명호_RIGEL LEADER_2024-06-25_target_264_aisData.csv,대명호_RIGEL LEADER_2024-06-25_tug_264_aisData.csv
T,"R,T",TS XIAMEN,연안부두정계지,PAL,ICT2,연안부두정계지,2024-06-25T19:39:39.000Z,2024-06-25T20:27:39.000Z,5.7,26.0,4.2,43.0,GJ,18725,풀컨테이너선,2024-06-25T19:30:00.000Z,2024-06-25T19:30:00.000Z,PAL,ICT2,RT,,대창호_TS XIAMEN_2024-06-25_target_265_aisData.csv,대창호_TS XIAMEN_2024-06-25_tug_265_aisData.csv
Z,"Z,O",ARAFURA LILY,연안부두정계지,NIPT6,PAL,연안부두정계지,2024-06-25T16:21:39.000Z,2024-06-25T17:00:39.000Z,7.5,38.0,4.4,34.0,KB,12335,국제카페리,2024-06-25T17:00:00.000Z,2024-06-25T06:30:00.000Z,PAL,NIPT6,AV,GJ,대성호_ARAFURA LILY_2024-06-25_target_266_aisData.csv,대성호_ARAFURA LILY_2024-06-25_tug_266_aisData.csv
진,"S,진",XI YUAN,,PAL,23,내항정계지,2024-06-25T19:09:39.000Z,2024-06-25T19:27:39.000Z,4.7,56.0,1.8,13.0,KB,1998,일반화물선,2024-06-25T18:00:00.000Z,2024-06-25T18:00:00.000Z,PAL,23,S진,,뉴약진호_XI YUAN_2024-06-25_target_267_aisData.csv,뉴약진호_XI YUAN_2024-06-25_tug_267_aisData.csv
M,"M,K",BEI HAI,송도정계지,HJIT3,NPPS,,2024-06-25T20:43:39.000Z,2024-06-25T21:17:39.000Z,9.0,436.0,2.7,29.0,JU,5272,세미(혼재)컨테이너선,2024-06-25T21:00:00.000Z,2024-06-25T07:00:00.000Z,NPPS,HJIT3,MK,US,뉴마스호_BEI HAI_2024-06-25_target_268_aisData.csv,뉴마스호_BEI HAI_2024-06-25_tug_268_aisData.csv
N,"N,O",MS CLEAN,,PAL,SOD1,,2024-06-26T01:00:39.000Z,2024-06-26T04:53:39.000Z,2.5,12.0,3.6,228.0,,3773,석유제품 운반선,2024-06-26T00:30:00.000Z,2024-06-26T00:30:00.000Z,PAL,SOD1,NO,,뉴엔젤호_MS CLEAN_2024-06-26_target_269_aisData.csv,뉴엔젤호_MS CLEAN_2024-06-26_tug_269_aisData.csv
진,진,TY BONNY,,30,LE,내항정계지,2024-06-26T02:17:39.000Z,2024-06-26T02:27:39.000Z,0.1,1.0,3.5,34.0,CR,2615,일반화물선,2024-06-26T02:00:00.000Z,2024-06-26T02:00:00.000Z,30,LE,진,CR,뉴약진호_TY BONNY_2024-06-26_target_270_aisData.csv,뉴약진호_TY BONNY_2024-06-26_tug_270_aisData.csv
명,"A,F3,B,비,명",MORNING COURIER,내항정계지,PAL,53,내항정계지,2024-06-26T05:05:39.000Z,2024-06-26T05:34:39.000Z,2.6,13.0,1.2,24.0,CN,57692,자동차운반선,2024-06-26T03:30:00.000Z,2024-06-26T03:30:00.000Z,PAL,53,AF3B비명,CN,대명호_MORNING COURIER_2024-06-26_target_271_aisData.csv,대명호_MORNING COURIER_2024-06-26_tug_271_aisData.csv
N,"N,Q",DS PROSPERITY 7,,PAL,N15,,2024-06-26T04:52:39.000Z,2024-06-26T05:32:39.000Z,2.4,8.0,5.8,35.0,US,7167,일반화물선,2024-06-26T04:00:00.000Z,2024-06-26T04:00:00.000Z,PAL,N15,NQ,US,뉴엔젤호_DS PROSPERITY 7_2024-06-26_target_272_aisData.csv,뉴엔젤호_DS PROSPERITY 7_2024-06-26_tug_272_aisData.csv
M,"L,M",LECANGS DOLPHIN,,NPPS,SNCT2,,2024-06-26T06:40:39.000Z,2024-06-26T07:04:39.000Z,5.7,109.0,0.2,9.0,KN,18680,풀컨테이너선,2024-06-26T06:00:00.000Z,2024-06-26T06:00:00.000Z,NPPS,SNCT2,LM,KN,뉴마스호_LECANGS DOLPHIN_2024-06-26_target_273_aisData.csv,뉴마스호_LECANGS DOLPHIN_2024-06-26_tug_273_aisData.csv
미,"미,S",SKY VICTORIA,연안부두정계지,PAL,E1CT,연안부두정계지,2024-06-26T07:53:38.000Z,2024-06-26T08:36:38.000Z,5.7,23.0,4.2,38.0,,9592,풀컨테이너선,2024-06-26T07:00:00.000Z,2024-06-26T07:00:00.000Z,PAL,E1CT,미S,,뉴월미호_SKY VICTORIA_2024-06-26_target_274_aisData.csv,뉴월미호_SKY VICTORIA_2024-06-26_tug_274_aisData.csv
Z,"Z,G",MORNING VICTORY,연안부두정계지,PAL,RHC,연안부두정계지,2024-06-26T07:28:39.000Z,2024-06-26T08:08:39.000Z,7.0,27.0,4.6,35.0,,5222,시멘트운반선,2024-06-26T07:00:00.000Z,2024-06-26T07:00:00.000Z,PAL,RHC,ZG,,대성호_MORNING VICTORY_2024-06-26_target_275_aisData.csv,대성호_MORNING VICTORY_2024-06-26_tug_275_aisData.csv
진,"W,진",DORIS,내항정계지,PAL,41,내항정계지,2024-06-26T09:00:39.000Z,2024-06-26T09:21:39.000Z,1.8,13.0,3.2,23.0,YM,1941,일반화물선,2024-06-26T07:00:00.000Z,2024-06-26T07:00:00.000Z,PAL,41,W진,YM,뉴약진호_DORIS_2024-06-26_target_276_aisData.csv,뉴약진호_DORIS_2024-06-26_tug_276_aisData.csv
H,"H,L",XIN QING DAO,,NPPS,SNCT1,,2024-06-26T08:27:39.000Z,2024-06-26T08:37:39.000Z,18.9,676.0,0.0,5.0,BJ,66433,풀컨테이너선,2024-06-26T08:00:00.000Z,2024-06-26T08:00:00.000Z,NPPS,SNCT1,HL,BJ,한창1호_XIN QING DAO_2024-06-26_target_277_aisData.csv,한창1호_XIN QING DAO_2024-06-26_tug_277_aisData.csv
N,"N,Q",OCEAN GAS,,PAL,SKI 1,,2024-06-26T17:04:40.000Z,2024-06-26T17:44:40.000Z,5.4,258.0,2.9,35.0,,3678,LPG 운반선,2024-06-26T16:30:00.000Z,2024-06-26T16:30:00.000Z,PAL,SKI 1,NQ,,뉴엔젤호_OCEAN GAS_2024-06-26_target_278_aisData.csv,뉴엔젤호_OCEAN GAS_2024-06-26_tug_278_aisData.csv
N,"S,N",DL RUBY,,SKI 2,PAL,,2024-06-26T17:40:40.000Z,2024-06-26T18:06:40.000Z,0.0,2.0,2.0,21.0,,6716,석유제품 운반선,2024-06-26T18:00:00.000Z,2024-06-26T05:00:00.000Z,PAL,SKI 2,OW,,뉴엔젤호_DL RUBY_2024-06-26_target_279_aisData.csv,뉴엔젤호_DL RUBY_2024-06-26_tug_279_aisData.csv
