기준예선,배정예선,선박명,From,작업 시작지,작업 종료지,To,실제 스케줄 시작 시각,실제 스케줄 종료 시각,작업까지 이동 거리(km),작업까지 이동 시간(분),작업중 이동 거리(km),작업중 이동 시간(분),도선사,톤수,선종,최종 스케줄 시각,최초 스케줄 시각,최초 작업시작지,최초 작업종료지,최초 예선,최초 도선사,AIS 파일명 target,AIS 파일명 tug
N,"E,N",KS HONOR,연안부두정계지,SKI 1,PAL,,2024-06-26T12:42:39.000Z,2024-06-26T12:52:40.000Z,5.3,22.0,3.3,31.0,,7057,석유제품 운반선,2024-06-26T12:30:00.000Z,2024-06-26T12:00:00.000Z,SKI 1,PAL,EN,,뉴엔젤호_KS HONOR_2024-06-26_target_280_aisData.csv,뉴엔젤호_KS HONOR_2024-06-26_tug_280_aisData.csv
명,"비,명",STAR EMERALD,내항정계지,72,51,내항정계지,2024-06-26T09:40:39.000Z,2024-06-26T10:50:39.000Z,0.5,5.0,3.8,65.0,GH,44114,산물선(벌크선),2024-06-26T10:00:00.000Z,2024-06-26T10:00:00.000Z,72,51,비명,,대명호_STAR EMERALD_2024-06-26_target_281_aisData.csv,대명호_STAR EMERALD_2024-06-26_tug_281_aisData.csv
미,미,SKY VICTORIA,연안부두정계지,E1CT,PAL,연안부두정계지,2024-06-26T15:45:39.000Z,2024-06-26T16:15:39.000Z,6.6,24.0,3.2,25.0,,9592,풀컨테이너선,2024-06-26T16:00:00.000Z,2024-06-26T07:00:00.000Z,PAL,E1CT,미S,,뉴월미호_SKY VICTORIA_2024-06-26_target_282_aisData.csv,뉴월미호_SKY VICTORIA_2024-06-26_tug_282_aisData.csv
미,"W,미",FC GRACE,연안부두정계지,E5,SOD1,연안부두정계지,2024-06-26T19:28:39.000Z,2024-06-26T20:08:39.000Z,0.9,6.0,3.0,35.0,,4960,"Tanker, No additional information",2024-06-26T19:00:00.000Z,2024-06-26T19:00:00.000Z,E6,SOD1,W미,,뉴월미호_FC GRACE_2024-06-26_target_283_aisData.csv,뉴월미호_FC GRACE_2024-06-26_tug_283_aisData.csv
진,진,XI YUAN,내항정계지,23,PAL,내항정계지,2024-06-26T15:44:40.000Z,2024-06-26T15:57:40.000Z,3.7,23.0,0.5,8.0,US,1998,일반화물선,2024-06-26T16:00:00.000Z,2024-06-26T17:30:00.000Z,23,PAL,진,,뉴약진호_XI YUAN_2024-06-26_target_284_aisData.csv,뉴약진호_XI YUAN_2024-06-26_tug_284_aisData.csv
Z,"F2,Z",AAL HONG KONG,연안부두정계지,PAL,N12,연안부두정계지,2024-06-26T17:29:39.000Z,2024-06-26T18:22:39.000Z,8.1,33.0,3.9,48.0,KN,23930,일반화물선,2024-06-26T16:40:00.000Z,2024-06-26T17:00:00.000Z,PAL,N12,F2Z,,대성호_AAL HONG KONG_2024-06-26_target_285_aisData.csv,대성호_AAL HONG KONG_2024-06-26_tug_285_aisData.csv
N,"N,Q,E,N",BEI JIANG,,KICT,ICT1,연안부두정계지,2024-06-26T18:16:40.000Z,2024-06-26T19:02:40.000Z,13.6,393.0,5.9,41.0,CR,5250,일반화물선,2024-06-26T19:00:00.000Z,2024-06-26T19:00:00.000Z,KICT,ICT1,NGEN,,뉴엔젤호_BEI JIANG_2024-06-26_target_286_aisData.csv,뉴엔젤호_BEI JIANG_2024-06-26_tug_286_aisData.csv
명,"비,명,해",MORNING COURIER,내항정계지,53,DONG,,2024-06-26T16:44:39.000Z,2024-06-26T17:14:39.000Z,1.6,9.0,1.2,25.0,BJ,57692,자동차운반선,2024-06-26T17:00:00.000Z,2024-06-26T03:30:00.000Z,PAL,53,AF3B비명,CN,대명호_MORNING COURIER_2024-06-26_target_287_aisData.csv,대명호_MORNING COURIER_2024-06-26_tug_287_aisData.csv
명,"비,명,해",DREAM BEAUTY,,52,DONG,,2024-06-26T18:38:39.000Z,2024-06-26T19:29:39.000Z,0.0,0.0,0.1,20.0,HY,41662,자동차운반선,2024-06-26T19:00:00.000Z,2024-06-26T19:00:00.000Z,52,DONG,비명해,,대명호_DREAM BEAUTY_2024-06-26_target_288_aisData.csv,대명호_DREAM BEAUTY_2024-06-26_tug_288_aisData.csv
명,"C,V,F2,비,명",GMT ASTRO,,PAL,40,내항정계지,2024-06-26T22:57:39.000Z,2024-06-26T23:58:39.000Z,1.5,13.0,2.9,56.0,CN,48017,자동차운반선,2024-06-26T21:30:00.000Z,2024-06-26T22:00:00.000Z,PAL,40,CAF2비명,,대명호_GMT ASTRO_2024-06-26_target_289_aisData.csv,대명호_GMT ASTRO_2024-06-26_tug_289_aisData.csv
N,"N,S",HUA CHEN 26,,N44,PAL,,2024-06-27T02:01:40.000Z,2024-06-27T02:30:40.000Z,0.1,2.0,3.1,24.0,BC,10565,일반화물선,2024-06-27T02:00:00.000Z,2024-06-27T02:00:00.000Z,N44,PAL,NS,BC,뉴엔젤호_HUA CHEN 26_2024-06-27_target_290_aisData.csv,뉴엔젤호_HUA CHEN 26_2024-06-27_tug_290_aisData.csv
진,"해,진",GLOBAL STAR,,44,PAL,내항정계지,2024-06-27T02:48:40.000Z,2024-06-27T03:14:40.000Z,0.7,7.0,2.2,21.0,KU,4109,Unknown,2024-06-27T03:00:00.000Z,2024-06-27T03:00:00.000Z,44,PAL,해진,KU,뉴약진호_GLOBAL STAR_2024-06-27_target_291_aisData.csv,뉴약진호_GLOBAL STAR_2024-06-27_tug_291_aisData.csv
Z,"R,Z",TS BANGKOK,연안부두정계지,PAL,ICT2,연안부두정계지,2024-06-27T05:13:39.000Z,2024-06-27T05:53:39.000Z,6.1,21.0,4.3,35.0,GD,17449,풀컨테이너선,2024-06-27T04:30:00.000Z,2024-06-27T04:30:00.000Z,PAL,ICT2,RZ,GD,대성호_TS BANGKOK_2024-06-27_target_292_aisData.csv,대성호_TS BANGKOK_2024-06-27_tug_292_aisData.csv
M,"성,M",KOREA VISION,송도정계지,E1GT,BUKJ2,,2024-06-27T06:54:40.000Z,2024-06-27T07:12:40.000Z,5.3,25.0,0.4,13.0,KU,3872,LPG 운반선,2024-06-27T07:00:00.000Z,2024-06-27T07:00:00.000Z,E1GT,BUKJ2,성M,KU,뉴마스호_KOREA VISION_2024-06-27_target_293_aisData.csv,뉴마스호_KOREA VISION_2024-06-27_tug_293_aisData.csv
T,"T,R",MORNING SKY,,PAL,RHC,연안부두정계지,2024-06-27T20:11:20.000Z,2024-06-27T21:03:20.000Z,6.0,43.0,2.9,47.0,,6422,시멘트운반선,2024-06-27T19:30:00.000Z,2024-06-27T19:30:00.000Z,PAL,RHC,TR,,대창호_MORNING SKY_2024-06-27_target_294_aisData.csv,대창호_MORNING SKY_2024-06-27_tug_294_aisData.csv
M,"L,M",SKY CHALLENGE,,NPPS,SNCT2,송도정계지,2024-06-27T07:21:40.000Z,2024-06-27T08:17:40.000Z,1.5,9.0,5.4,51.0,KN,20738,풀컨테이너선,2024-06-27T07:00:00.000Z,2024-06-27T07:00:00.000Z,NPPS,SNCT2,LM,GD,뉴마스호_SKY CHALLENGE_2024-06-27_target_295_aisData.csv,뉴마스호_SKY CHALLENGE_2024-06-27_tug_295_aisData.csv
N,"N,W",OCEAN GAS,연안부두정계지,SKI 1,PAL,,2024-06-27T08:05:40.000Z,2024-06-27T08:15:40.000Z,9.1,84.0,2.0,15.0,,3678,LPG 운반선,2024-06-27T08:00:00.000Z,2024-06-27T15:00:00.000Z,SKI 1,PAL,NW,,뉴엔젤호_OCEAN GAS_2024-06-27_target_296_aisData.csv,뉴엔젤호_OCEAN GAS_2024-06-27_tug_296_aisData.csv
H,"F1,H",XIN QING DAO,송도정계지,SNCT1,NPPS,송도정계지,2024-06-27T09:32:40.000Z,2024-06-27T10:31:40.000Z,5.3,95.0,1.3,54.0,CG,66433,풀컨테이너선,2024-06-27T10:00:00.000Z,2024-06-27T07:00:00.000Z,SNCT1,NPPS,F1H,YM,한창1호_XIN QING DAO_2024-06-27_target_297_aisData.csv,한창1호_XIN QING DAO_2024-06-27_tug_297_aisData.csv
Z,"E,Z,해,진",YORK 27,연안부두정계지,PAL,52,,2024-06-27T11:51:40.000Z,2024-06-27T12:06:40.000Z,2.4,20.0,3.1,18.0,GD,8638,일반화물선,2024-06-27T10:40:00.000Z,2024-06-27T10:30:00.000Z,PAL,52,EZ해진,,대성호_YORK 27_2024-06-27_target_298_aisData.csv,대성호_YORK 27_2024-06-27_tug_298_aisData.csv
N,"N,W",KEOJE CORDELIA,,PAL,N-HOB,,2024-06-27T11:32:40.000Z,2024-06-27T12:09:40.000Z,24.8,646.7,4.1,32.0,YM,8689,석유제품 운반선,2024-06-27T10:40:00.000Z,2024-06-27T10:30:00.000Z,PAL,N-HOB,NW,,뉴엔젤호_KEOJE CORDELIA_2024-06-27_target_299_aisData.csv,뉴엔젤호_KEOJE CORDELIA_2024-06-27_tug_299_aisData.csv
T,"B,T",AFRICAN LAPWING,연안부두정계지,N41,DONG,,2024-06-27T17:45:20.000Z,2024-06-27T18:22:20.000Z,17.1,78.0,2.6,32.0,JU,24785,일반화물선,2024-06-27T18:00:00.000Z,2024-06-27T18:00:00.000Z,N41,DONG,BT,,대창호_AFRICAN LAPWING_2024-06-27_target_300_aisData.csv,대창호_AFRICAN LAPWING_2024-06-27_tug_300_aisData.csv
H,"J,H",KMTC LAEM CHABANG,송도정계지,NPPS,HJIT2,연안부두정계지,2024-06-27T14:17:18.000Z,2024-06-27T15:09:19.000Z,27.6,81.0,5.9,47.0,GH,18318,풀컨테이너선,2024-06-27T14:00:00.000Z,2024-06-27T11:00:00.000Z,NPPS,HJIT2,KT,,한창1호_KMTC LAEM CHABANG_2024-06-27_target_301_aisData.csv,한창1호_KMTC LAEM CHABANG_2024-06-27_tug_301_aisData.csv
M,"K,M",SITC CHANGDE,송도정계지,NPPS,HJIT3,송도정계지,2024-06-27T14:57:19.000Z,2024-06-27T15:23:19.000Z,7.1,118.0,1.3,15.0,GJ,19001,풀컨테이너선,2024-06-27T14:00:00.000Z,2024-06-27T11:00:00.000Z,NPPS,HJIT3,JM,,뉴마스호_SITC CHANGDE_2024-06-27_target_302_aisData.csv,뉴마스호_SITC CHANGDE_2024-06-27_tug_302_aisData.csv
동,"동,해,비",WOOYANG CLES,,24,DONG,,2024-06-27T18:12:20.000Z,2024-06-27T18:36:20.000Z,1.0,13.0,1.8,19.0,KB,26303,산물선(벌크선),2024-06-27T18:00:00.000Z,2024-06-27T21:00:00.000Z,24,DONG,동해비,,동보1호_WOOYANG CLES_2024-06-27_target_303_aisData.csv,동보1호_WOOYANG CLES_2024-06-27_tug_303_aisData.csv
명,"비,명,해",BCH BRAMBERG,내항정계지,20,PAL,내항정계지,2024-06-27T22:41:20.000Z,2024-06-27T23:41:20.000Z,0.9,6.0,2.9,55.0,HY,36303,산물선(벌크선),2024-06-27T23:00:00.000Z,2024-06-27T23:00:00.000Z,20,PAL,비명해,,대명호_BCH BRAMBERG_2024-06-27_target_304_aisData.csv,대명호_BCH BRAMBERG_2024-06-27_tug_304_aisData.csv
미,"E,미",KEOJE CORDELIA,연안부두정계지,N-HOB,PAL,,2024-06-28T02:50:19.000Z,2024-06-28T03:16:19.000Z,7.0,25.0,1.0,21.0,,8689,석유제품 운반선,2024-06-28T03:00:00.000Z,2024-06-28T03:00:00.000Z,N-HOB,PAL,E미,,뉴월미호_KEOJE CORDELIA_2024-06-28_target_305_aisData.csv,뉴월미호_KEOJE CORDELIA_2024-06-28_tug_305_aisData.csv
미,"S,미",DL AMBER,,PAL,SKI 3,연안부두정계지,2024-06-28T05:59:19.000Z,2024-06-28T06:44:19.000Z,7.2,31.0,3.1,40.0,,7333,석유제품 운반선,2024-06-28T05:00:00.000Z,2024-06-28T20:00:00.000Z,SKI 3,PAL,EQ,,뉴월미호_DL AMBER_2024-06-28_target_306_aisData.csv,뉴월미호_DL AMBER_2024-06-28_tug_306_aisData.csv
H,"H,V,J,명,비",YING SHUN,연안부두정계지,LEN,42,연안부두정계지,2024-06-28T06:41:20.000Z,2024-06-28T07:28:20.000Z,3.1,15.0,5.4,42.0,YM,43990,산물선(벌크선),2024-06-28T07:30:00.000Z,2024-06-28T07:30:00.000Z,LEN,42,HVJ명비,YM,한창1호_YING SHUN_2024-06-28_target_307_aisData.csv,한창1호_YING SHUN_2024-06-28_tug_307_aisData.csv
T,T,MORNING SKY,,RHC,PAL,연안부두정계지,2024-06-28T20:40:21.000Z,2024-06-28T21:26:21.000Z,2.7,11.0,2.6,41.0,,6422,시멘트운반선,2024-06-28T21:00:00.000Z,2024-06-28T21:00:00.000Z,RHC,PAL,T,,대창호_MORNING SKY_2024-06-28_target_308_aisData.csv,대창호_MORNING SKY_2024-06-28_tug_308_aisData.csv
진,"O,진",YU LIN,내항정계지,PAL,25,내항정계지,2024-06-28T10:08:21.000Z,2024-06-28T10:38:21.000Z,2.1,16.0,2.8,25.0,UM,2976,일반화물선,2024-06-28T08:50:00.000Z,2024-06-28T09:00:00.000Z,PAL,25,O진,,뉴약진호_YU LIN_2024-06-28_target_309_aisData.csv,뉴약진호_YU LIN_2024-06-28_tug_309_aisData.csv
M,"성,M",XIN TAI PING,,NPPS,HJIT3,송도정계지,2024-06-28T09:14:20.000Z,2024-06-28T09:45:20.000Z,3.7,22.0,4.0,26.0,SC,5275,세미(혼재)컨테이너선,2024-06-28T08:50:00.000Z,2024-06-28T09:00:00.000Z,NPPS,HJIT3,성M,,뉴마스호_XIN TAI PING_2024-06-28_target_310_aisData.csv,뉴마스호_XIN TAI PING_2024-06-28_tug_310_aisData.csv
N,"N,Q",ES ROSE,연안부두정계지,PAL,KAL,,2024-06-28T10:35:20.000Z,2024-06-28T11:37:20.000Z,7.2,197.0,4.6,57.0,,5589,석유제품 운반선,2024-06-28T10:00:00.000Z,2024-06-28T14:00:00.000Z,PAL,KAL,NQ,,뉴엔젤호_ES ROSE_2024-06-28_target_311_aisData.csv,뉴엔젤호_ES ROSE_2024-06-28_tug_311_aisData.csv
미,미,K GAS,연안부두정계지,BUKJ2,SOD1,연안부두정계지,2024-06-28T20:01:20.000Z,2024-06-28T21:01:20.000Z,2.1,10.0,2.3,55.0,,1002,"Tanker, all ships of this type",2024-06-28T20:30:00.000Z,2024-06-28T20:30:00.000Z,BUKJ2,SOD1,M,,뉴월미호_K GAS_2024-06-28_target_312_aisData.csv,뉴월미호_K GAS_2024-06-28_tug_312_aisData.csv
명,"명,비,R",RARAKA,내항정계지,73,PAL,,2024-06-28T13:36:20.000Z,2024-06-28T14:37:20.000Z,0.7,4.0,2.4,56.0,JU,41394,산물선(벌크선),2024-06-28T14:00:00.000Z,2024-06-28T14:00:00.000Z,73,PAL,명비R,,대명호_RARAKA_2024-06-28_target_313_aisData.csv,대명호_RARAKA_2024-06-28_tug_313_aisData.csv
명,"명,비,R",PEGASUS ACE,,53,DONG,,2024-06-28T14:33:20.000Z,2024-06-28T16:21:20.000Z,0.0,0.0,2.3,103.0,BJ,36893,자동차운반선,2024-06-28T16:00:00.000Z,2024-06-28T16:00:00.000Z,53,DONG,명비R,,대명호_PEGASUS ACE_2024-06-28_target_314_aisData.csv,대명호_PEGASUS ACE_2024-06-28_tug_314_aisData.csv
I,"I,L",JAN,,NPPS,SNCT1,,2024-06-28T18:35:20.000Z,2024-06-28T18:50:20.000Z,7.5,112.0,0.2,10.0,GJ,17280,풀컨테이너선,2024-06-28T18:00:00.000Z,2024-06-28T18:00:00.000Z,NPPS,SNCT1,IL,,쥬피터1호_JAN_2024-06-28_target_315_aisData.csv,쥬피터1호_JAN_2024-06-28_tug_315_aisData.csv
I,"L,I",RESURGENCE,,NPPS,HJIT2,송도정계지,2024-06-28T19:29:20.000Z,2024-06-28T19:46:20.000Z,6.6,175.0,0.9,12.0,BJ,9443,풀컨테이너선,2024-06-28T19:00:00.000Z,2024-06-28T19:00:00.000Z,NPPS,HJIT1,LI,,쥬피터1호_RESURGENCE_2024-06-28_target_316_aisData.csv,쥬피터1호_RESURGENCE_2024-06-28_tug_316_aisData.csv
T,T,JA YANG,연안부두정계지,HIDC,PAL,,2024-06-28T19:37:21.000Z,2024-06-28T20:08:21.000Z,4.9,24.0,0.8,26.0,,4739,시멘트운반선,2024-06-28T20:00:00.000Z,2024-06-28T19:00:00.000Z,HIDC,PAL,T,,대창호_JA YANG_2024-06-28_target_317_aisData.csv,대창호_JA YANG_2024-06-28_tug_317_aisData.csv
Z,"Z,G,V,명,비",PEGASUS ACE,연안부두정계지,PAL,60,연안부두정계지,2024-06-29T06:15:21.000Z,2024-06-29T06:56:21.000Z,3.3,21.0,5.0,36.0,HY,36893,자동차운반선,2024-06-29T06:00:00.000Z,2024-06-29T06:00:00.000Z,PAL,60,ZGV명비,HY,대성호_PEGASUS ACE_2024-06-29_target_318_aisData.csv,대성호_PEGASUS ACE_2024-06-29_tug_318_aisData.csv
H,H,DONGJIN CONTINENTAL,연안부두정계지,NPPS,HJIT3,,2024-06-29T07:16:20.000Z,2024-06-29T07:31:20.000Z,46.7,217.0,2.0,10.0,,9946,풀컨테이너선,2024-06-29T07:00:00.000Z,2024-06-29T07:00:00.000Z,NPPS,HJIT3,H,,한창1호_DONGJIN CONTINENTAL_2024-06-29_target_319_aisData.csv,한창1호_DONGJIN CONTINENTAL_2024-06-29_tug_319_aisData.csv
M,"E,M",HALLA FRONTIER,연안부두정계지,PAL,RHC,,2024-06-29T09:04:21.000Z,2024-06-29T09:14:21.000Z,5.3,25.0,3.0,42.0,,4881,시멘트운반선,2024-06-29T08:00:00.000Z,2024-06-29T08:00:00.000Z,PAL,RHC,EM,,뉴마스호_HALLA FRONTIER_2024-06-29_target_320_aisData.csv,뉴마스호_HALLA FRONTIER_2024-06-29_tug_320_aisData.csv
미,"미,Q",WOO CHOON,연안부두정계지,PAL,GSD,연안부두정계지,2024-06-29T13:54:20.000Z,2024-06-29T14:15:20.000Z,5.5,37.0,2.1,16.0,,3969,석유제품 운반선,2024-06-29T13:00:00.000Z,2024-06-29T13:00:00.000Z,PAL,GSD,미Q,,뉴월미호_WOO CHOON_2024-06-29_target_321_aisData.csv,뉴월미호_WOO CHOON_2024-06-29_tug_321_aisData.csv
N,N,PEGASUS GLORY,연안부두정계지,PAL,E1CT,,2024-06-29T15:12:21.000Z,2024-06-29T15:22:21.000Z,0.0,1.0,0.7,32.0,,9908,풀컨테이너선,2024-06-29T14:00:00.000Z,2024-06-29T12:00:00.000Z,PAL,E1CT,N,,뉴엔젤호_PEGASUS GLORY_2024-06-29_target_322_aisData.csv,뉴엔젤호_PEGASUS GLORY_2024-06-29_tug_322_aisData.csv
H,"A,F2,H,J",STAR ORION,,JANG,YHD1,연안부두정계지,2024-06-29T09:34:21.000Z,2024-06-29T11:01:21.000Z,53.6,305.0,3.0,82.0,JU,89076,산물선(벌크선),2024-06-29T09:00:00.000Z,2024-06-29T09:00:00.000Z,JANG,YHD1,AF2HJ,KI,한창1호_STAR ORION_2024-06-29_target_323_aisData.csv,한창1호_STAR ORION_2024-06-29_tug_323_aisData.csv
Z,"Z,F3",KOREA VENUS,연안부두정계지,PAL,GS-HD,연안부두정계지,2024-06-29T09:14:21.000Z,2024-06-29T10:11:21.000Z,3.0,21.0,3.7,52.0,YM,39543,석유제품 운반선,2024-06-29T09:00:00.000Z,2024-06-29T09:00:00.000Z,PAL,GS-HD,ZF3,,대성호_KOREA VENUS_2024-06-29_target_324_aisData.csv,대성호_KOREA VENUS_2024-06-29_tug_324_aisData.csv
T,T,XIN XIANG XUE LAN,연안부두정계지,PAL,NIPT5,연안부두정계지,2024-06-29T11:01:21.000Z,2024-06-29T11:39:21.000Z,10.7,467.0,3.6,33.0,CG,32729,국제카페리,2024-06-29T10:30:00.000Z,2024-06-29T10:30:00.000Z,PAL,NIPT5,T,,대창호_XIN XIANG XUE LAN_2024-06-29_target_325_aisData.csv,대창호_XIN XIANG XUE LAN_2024-06-29_tug_325_aisData.csv
동,"명,비,동",STAR EMERALD,내항정계지,51,DONG,,2024-06-29T14:08:21.000Z,2024-06-29T15:01:21.000Z,0.0,176.0,0.0,7.0,GJ,44114,산물선(벌크선),2024-06-29T14:00:00.000Z,2024-06-29T14:00:00.000Z,51,DONG,명비동,,동보1호_STAR EMERALD_2024-06-29_target_326_aisData.csv,동보1호_STAR EMERALD_2024-06-29_tug_326_aisData.csv
명,"명,비,해",GMT ASTRO,,40,PAL,,2024-06-29T18:33:21.000Z,2024-06-29T18:50:21.000Z,0.1,2.0,1.2,12.0,HY,48017,자동차운반선,2024-06-29T19:00:00.000Z,2024-06-29T19:00:00.000Z,40,PAL,명비R,,대명호_GMT ASTRO_2024-06-29_target_327_aisData.csv,대명호_GMT ASTRO_2024-06-29_tug_327_aisData.csv
M,"M,E,해,진",ARAON,연안부두정계지,PAL,12,연안부두정계지,2024-06-29T19:52:21.000Z,2024-06-29T20:42:21.000Z,1.5,7.0,6.9,45.0,YM,7507,관공선,2024-06-29T19:30:00.000Z,2024-06-29T19:30:00.000Z,PAL,12,ME해진,,뉴마스호_ARAON_2024-06-29_target_328_aisData.csv,뉴마스호_ARAON_2024-06-29_tug_328_aisData.csv
N,"N,R",SJ HOPE,연안부두정계지,PAL,SOD1,,2024-06-29T21:39:21.000Z,2024-06-29T22:44:21.000Z,1.9,104.0,2.6,60.0,HY,5025,석유제품 운반선,2024-06-29T21:00:00.000Z,2024-06-29T16:00:00.000Z,PAL,SOD1,NQ,,뉴엔젤호_SJ HOPE_2024-06-29_target_329_aisData.csv,뉴엔젤호_SJ HOPE_2024-06-29_tug_329_aisData.csv
명,"명,비",PEGASUS ACE,,60,51,,2024-06-29T18:26:21.000Z,2024-06-29T18:37:21.000Z,0.5,4.0,1.5,6.0,KI,36893,자동차운반선,2024-06-29T22:00:00.000Z,2024-06-29T06:00:00.000Z,PAL,60,ZGV명비,HY,대명호_PEGASUS ACE_2024-06-29_target_330_aisData.csv,대명호_PEGASUS ACE_2024-06-29_tug_330_aisData.csv
동,"E,T,Q,동,해",DE LONG,내항정계지,PAL,40,,2024-06-29T23:38:21.000Z,2024-06-30T00:18:21.000Z,1.5,9.0,4.0,35.0,KU,12527,산물선(벌크선),2024-06-29T22:00:00.000Z,2024-06-29T22:30:00.000Z,PAL,40,ETQ동R,,동보1호_DE LONG_2024-06-29_target_331_aisData.csv,동보1호_DE LONG_2024-06-29_tug_331_aisData.csv
I,I,DONGJIN CONTINENTAL,송도정계지,HJIT3,NPPS,,2024-06-29T22:25:21.000Z,2024-06-29T22:36:21.000Z,8.9,989.0,0.9,10.0,,9946,풀컨테이너선,2024-06-29T22:00:00.000Z,2024-06-29T07:00:00.000Z,NPPS,HJIT3,H,,쥬피터1호_DONGJIN CONTINENTAL_2024-06-29_target_332_aisData.csv,쥬피터1호_DONGJIN CONTINENTAL_2024-06-29_tug_332_aisData.csv
미,"E,미",WOO CHOON,연안부두정계지,GSD,PAL,연안부두정계지,2024-06-30T13:44:21.000Z,2024-06-30T14:10:21.000Z,3.2,13.0,2.8,21.0,,3969,석유제품 운반선,2024-06-30T14:00:00.000Z,2024-06-30T11:30:00.000Z,GSD,PAL,E미,,뉴월미호_WOO CHOON_2024-06-30_target_333_aisData.csv,뉴월미호_WOO CHOON_2024-06-30_tug_333_aisData.csv
N,N,DB SUNNY,연안부두정계지,W4,HIT,연안부두정계지,2024-06-30T19:38:22.000Z,2024-06-30T20:11:22.000Z,6.4,339.0,3.4,28.0,,1599,케미칼 운반선,2024-06-30T19:00:00.000Z,2024-06-30T20:00:00.000Z,W4,HIT,N,,뉴엔젤호_DB SUNNY_2024-06-30_target_334_aisData.csv,뉴엔젤호_DB SUNNY_2024-06-30_tug_334_aisData.csv
M,"M,S",OCEAN GAS,연안부두정계지,PAL,SKI 1,,2024-06-30T18:53:22.000Z,2024-06-30T19:46:22.000Z,6.7,40.0,5.3,48.0,,3678,LPG 운반선,2024-06-30T18:30:00.000Z,2024-06-30T18:30:00.000Z,PAL,SKI 1,MW,,뉴마스호_OCEAN GAS_2024-06-30_target_335_aisData.csv,뉴마스호_OCEAN GAS_2024-06-30_tug_335_aisData.csv
H,"V,H",OBE QUEEN,연안부두정계지,PAL,N14,연안부두정계지,2024-06-30T23:30:21.000Z,2024-07-01T00:35:21.000Z,7.5,33.0,6.0,60.0,GH,30221,산물선(벌크선),2024-06-30T22:30:00.000Z,2024-06-30T10:30:00.000Z,PAL,N14,VH,,한창1호_OBE QUEEN_2024-06-30_target_336_aisData.csv,한창1호_OBE QUEEN_2024-06-30_tug_336_aisData.csv